,0
368,"
                    
                        아로마호프는원래안좋아함..무알콜이라..술줄일겸샀는데..진짜술줌..피곤하고덥고맥주땡길때한캔하면..나름술마신듯한데..술좋아한내기준으로..맛없어서한캔두못먹구..버림ㅋㅋㅋㅋ진짜대박임..대신안주로이맛지울려고전과달리안주를과하게먹게댐..살짝취기를원한다면비추인데..맥주한잔두잔땡길때최고임ㅋㅋ맛은나름고소함
                    
                "
369,"
                    
                        2번째 구매해서 먹고 있습니다.
가격대비 맛이 뛰어납니다.
구수하고 깊은 호밀의 맛이 흡사 맥주와 같은 기분이 들게 합니다. 처음 드시는 지인분들은 진짜 맥주가 아닌지 의심을 계속 합니다. 과일향이나 톡쏘는 향과같은 독특한 맛의 맥주를 원하시는 분에게는 맞이 않을수 있지만, 가장 기본적인 호밀의 맛과 구수한 탄산의 맛을 찾으시는 분들에게는 적잡한 대채음료가 될듯 합니다.
                    
                "
370,"
                    
                        가끔 기분만 내려고 샀는데 이젠 그냥 맥주말고 이것만 먹어요
취하지않고 적당히 맥주먹는 기분 나니까 좋아요
처음 먹을땐 사실 이게 뭐야 싶은데 ㅋㅋㅋ
이것도 먹다보면 중독이에요
캔 말고 뚱뚱이 맥주처럼 플라스틱 통으로도 나왔음 좋겠어요
캔음료 진짜 별로 안좋아하는데 이건 안 끊어지네요
과음보다는 맛은 살짝 아쉬워도 여자인 제가 먹기 정말 좋아요
가끔 외국나가서 이 맥주가 생각날때가 있어요...ㅎㅎㅎ
                    
                "
371,"
                    
                        운동후 맥주가 땡겨서 구매해 봤어요. 첫맛은 일반적인 맥주맛 같았으나  끝맛이 신맛? 향이 강해서 뭔가 부담스럽네요. 마시다보면 익숙해 지겠죠~~  잘 마실께요^^
                    
                "
372,"
                    
                        무알콜 클라우드 보다 맛있네요
클라우드 제로 먹어보고 별로여서 
비트버거 레몬만 먹었었습니다.

이번데 쿠팡 골드박스에 놔왔길래
한번 사봤는데
비트버러 레몬맛은 진짜 레몬맥주맛이고
하이트 제로는 맥주맛이네요

한캔에 355ml 인데
200ml 정도 먹고나면 무알콜 특유의 맛이 나긴해요
그래도 클라우드보다는 훨씬훨씬 낫네요
                    
                "
373,"
                    
                        수유하는 저에게 단비같은 제품이네요...
살짝 달긴 하지만 그래서 더 맛나요^^^
                    
                "
374,"
                    
                        다욧때문에  맥주가 넘 땡겨
혹시나하고 무알콜 시켰는데
마셔봣더니 맥주맛은 나네요ㅎ
이거라도 마시니 살것같아요~

남편친구부부 놀러와서
술못하는 동생이랑은 무알콜 맥주로ㅎ
                    
                "
375,"
                    
                        정말 많은 무알콜 맥주를 먹어봤습니다,
하이트...솔직히 국내 맥주는 수입 맥주에 비해 맛이 없죠.
그런데 하이트제로는 어지간한 수입 무알콜, 국산 무알콜 맥주들 다 뚜드려 팹니다.
가격도 저렴하고 제 경험상 이거보다 맛있는 무알콜 맥주는 하나밖에 없었습니다.
                    
                "
376,"
                    
                        새일할때 또 날렵하게 구매합니다. 겨울에도 시원하게 즐겨요!
                    
                "
377,"
                    
                        워낙 맥주좋아하는데 임신하고 모유수유까지하고있어 알콜을 입에 안댄지 일년이 넘어가네요~ 그래도 이거없었으면 어떻게견뎠나싶네요ㅋ 맛은 당연 맥주만큼 못하지만 그래도 여름에 기분이라도낼수있답니다ㅋ 다른 수입무알콜맥주는 소량의 알콜이 들어가있다네요~ 글구 이게 편의점에서 1300원정도 마트에서 950원정도로 알고있어요. 요로케사면 하나에 500~600원정도하니 완전 저렴이죠! 거기다 로켓배송
이니 너무너무 만족합니다
                    
                "
378,"
                    
                        은근중독성있는맛인데 맥주맛은아니에요ㅋ목치는느낌과 색 거품만 맥주ㅋ
단만이좀강해요.어서먹어본맛이다했더니 그단맛이 뻥이요 라는과자 겉면 달달한거 딱 그맛이느껴져요.거부감이드는맛은아닌데 맥주맛은아닌걸로ㅋㅋ걍 단 탄산음료다 생각하고
당땡길때먹어야겠어요.
                    
                "
379,"
                    
                        알콜제로 맥주는 처음 마셔보는거라
긴가민가 마셔보니 맛이 똑같진 않네요
뭔가 뒷맛이 이상해요
그래도 맥주는 마시고 싶다면 대안은 되는거 같아요
기분 탓일수도 있고
암튼 첫모금은 그럴듯한데 끝만은 역시 아니구나 싶어요
사람마다 느낌이 다르니 일단 경험해보세요
                    
                "
380,"
                    
                        수유 중인데 가끔 맥주가 마시고싶을 때가 있어 구매했어요. 2년째 강제 금주 중인 저에게는 첫모금이 진짜 맥주같았는데 마시다보니 시원한 음료네요 ㅎ
                    
                "
381,"
                    
                        칼로리 생각해서 
항상  애용하는  ~~~~

가성비가 좋아요!!
                    
                "
382,"
                    
                        수술 받고 너무 먹고싶어서 샀는데 
아주 괜찮아용 ㅋㅋㅋㅋ 
맛도 괜찮고 
신랑도 궁금하다그래서 하나 줬는데
맛있다고 하네용
                    
                "
383,"
                    
                        임신하고 모유수유 14개월
2년 넘게 무알콜을 먹으니 이젠 맥주같네요
탄산도 강하고 좋아요
다른 무알콜은 향이 별로인데 요건 괜찮아요
몇박스째인지 모르겟네요 대충 30박스는 넘게 구입한거 같아요
대형마트랑 비교햇을때 거의 반정도 저렴해요
이제 아가가 유아식을 하면서 모유수유 양이 적어졌는데
이제 곧 단유하면 무알콜도 그만이겟죠
완전 단유 할때까지는 무조건 하이트무알콜이예요
                    
                "
384,"
                    
                        항상 꾸준히 시켜먹는 무알콜입니다
 두아이를 연년생으로 낳으면서 시원한 맥주 생각에 마시던게
이젠 중독이 되어 맥주보다 더 맛있게 느껴집니다
몇년동안 13천원~14천원 정도에 구입했는데
지금은 가격이 16천원에서 18천원 하네요ㅠㅠ
가격이 점점 올라 아쉽지만 탄산이 많은 하이트가
최고네요 어서 가격이 다시 내리길 바래봅니다
                    
                "
385,"
                    
                        수유중이라 맥주는 못마시고... 원래 술을 좋아하는 편도 아니지만 애키우다 보믄 진짜 시원한 맥주 딱 한모금만 마시고 싶을때가 있어요ㅜㅜ
무알콜이여도 알콜이 소량 있다는 말에 무서워서 안먹고 있다가 하이트는 진짜 0프로라고 해서 바로 주문하고 오자마자 마셨네요~!! 진짜 짱맛ㅋㅋㅋ물론 진짜 맥주맛 만큼은 못따라가지만 욕구충족 충분히 될 정도의 맛이에요~!! 술이 약한데 이건 취하지도 않고 짱이에용ㅋ
                    
                "
386,"
                    
                        무알콜 맥주중 가장 맥주 같아요!
잔에 따라마시지 말고 캔채로 시원하게 마셔야 맛있어요ㅋ
임신때부터 쭉 마시고 있습니다ㅋ기분내기 딱 좋아요!
                    
                "
387,"
                    
                        여름에 맥주생각이 나는데..먹는 약이있어 무알콜맥주를 주문했어요. 처음먹는 무알콜맥주라 제가 적응이 안되서 그런가..
좀 단 맛이 나서 실망했어요ㅜ 성분에 보니 올리고당이 있네요.ㅜ
대신 탄산이나 보리맛은 괜춘해서 쉬원하게 해서 먹으면
맥주먹는 기분 내볼만 합니다.
                    
                "
388,"
                    
                        진짜 맥주 맛이나네요  신랑 술 끊으려고  
무알콜  맥주마시는데   많은 도움이 된다고

만족합니당!
                    
                "
389,"
                    
                        음.. 제 입맛은 아니에요ㅜ 클라우스탈러 오리지날만 마시다가 구하기힘들어서  도전해봤는데 한번 마시고 그다음부턴 손이 안가네요. 첫맛은 맥주맛같은데 끝맛이 너무 달짝지근하다고 해야하나 뒷맛이 별로여서 더 안먹게 되더라구요ㅜ 그리고 어째 상품이 다 찌그러져서 왔을까요...?
                    
                "
390,"
                    
                        임산부라서 술을 못마시는데 기분이라도 내보자는 마음에..ㅋㅋ
외식자리나 술자리에 갈때마다 무알콜 맥주 챙겨갑니다~~
마트에서 한캔에 950원인데 쿠팡에서 이렇게 구매 하니까
한캔에 573원정도 되더라구요!고민않고 바로 시켰습니당ㅋㅋ
다만 무알콜이지만 어쨌든 맥주인데 박스 포장 없이 너무
""나 맥주에요~~""라고 민낯으로 도착해서 살짝 당황했답니당..
                    
                "
391,"
                    
                        임산부라 제로 맥주를 사먹는데 편의점에서 하나씩 사려니 넘 비싸서 혹시나 했는데 쿠팡에 있어서 당장 주문했어요.
24캔 넉넉히 쟁여놓으니 마음이 든든하네요.ㅎㅎ
저렴하게 샀는데 배송도 무지 빨라서 넘 좋아요. 
무알콜도 알콜이 들어있는게 많다고해서 하이트제로 마시는것도 불안하긴한데  찾아보니 정말0.00%로 완전무알콜이 맞다고는 써있어서 마시고있어요.
정말 무알콜이 맞겠죠?ㅠ
                    
                "
392,"
                    
                        음.. 알콜이없는ㄷㅔ  자기전 한캔하면 맥주먹은양 
잘자요 ㅋㅋ
탄산강한 맥주맛 이네요. 
술만마시면 블랙아웃이라 진상이죠.. ㅠ
술버릇이나빠져서 .. 
술을 끊고 싶지만 .. 주변에서 들 술을 먹으니 힘들기도하고
집에서도 한잔이 가끔생각나서.. 선택햇어요
금주 하기에 아주 좋아요  아주약한 샴페인먹는 기분도 드네요
굿 입니다.
                    
                "
393,"
                    
                        신랑이 수술후 맥주가 먹고 싶다고해서 주문 햏어요
마트보다 엄청싸게 구매 했어요
벌써 반이나 먹었네요
                    
                "
394,"
                    
                        더운날씨 시원한 무알콜 한캔드세요~~~^^
열나는것 없어서 좋고 맥주맛느낄수있어서 좋아요. (개인적인 취향 일수 있습니다.)

가끔 시켜 먹는 맥주입니다.
스트 받을때도 딱 좋습니다.

재구매 했습니다.
또 구매할겁니다 ~~~^^
                    
                "
395,"
                    
                        모낭염 때문에 맥주를 끊어야 하는 저에게
새로운 세계를 알게해준 고마운 녀석
정말 맥주맛이 나요
마셔도 안취한다는게 좀 그래도
안마시는거보다 만족은되고 칼로리도 높지않아요
일주일만에 한박스 다마심...
안취하니까 음료수처럼 마시게되는게 흠....
                    
                "
